All - 07-04-2025 00:00 - 07-04-2025 23:59
Location,Ticket#,License Plate No.,Amount,Tax,Fee,Per Day Fee,Duration(hh:mm),Entry Time,Exit Time,Transaction Time,Ticket Status,Transaction Mode,Ticket Type,Transaction Description,Payment Status,Extended By,Reason
220 Rose Parking,TL07043,8HVL086,15.00,0.00,1.00,0.00,2:00,07/04/2025 10:21 AM,,07/04/2025 10:21 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
801 Ocean Front Walk,TZ61392,5NVT707,35.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 10:21 AM,,07/04/2025 10:21 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TJ07060,8NWT623,15.00,0.00,1.00,0.00,2:00,07/04/2025 10:20 AM,,07/04/2025 10:20 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TC31290,9LPA950,10.00,0.00,1.00,0.00,1:00,07/04/2025 10:17 AM,,07/04/2025 10:17 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
18th Avenue Parking,TQ15374,6317D0,15.00,0.00,1.00,0.00,2:00,07/04/2025 10:15 AM,,07/04/2025 10:15 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TN57807,9THC558,20.00,0.00,2.00,0.00,1:00,07/04/2025 10:11 AM,,07/04/2025 10:11 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
220 Rose Parking,TZ89951,8TLP053,10.00,0.00,1.00,0.00,1:00,07/04/2025 10:07 AM,,07/04/2025 10:07 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
407 Colorado Parking,TN07497,DZ03B46,30.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 10:06 AM,,07/04/2025 10:06 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TH84266,9SUL137,20.00,0.00,2.00,0.00,1:00,07/04/2025 09:53 AM,,07/04/2025 09:53 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
407 Colorado Parking,TE91247,8HVK296,10.00,0.00,1.00,0.00,1:00,07/04/2025 09:51 AM,,07/04/2025 09:51 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TH89867,"9LQX515 ",30.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 09:50 AM,,07/04/2025 09:50 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TC20724,9LWK788,20.00,0.00,2.00,0.00,1:00,07/04/2025 09:49 AM,,07/04/2025 09:49 AM,Open,Card,Regular,,SUCCEEDED,,
407 Colorado Parking,TB93299,DZ12C19,20.00,0.00,1.00,0.00,2:00,07/04/2025 09:44 AM,,07/04/2025 09:44 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1218 1/2 Lincoln Blvd Parking,TA38180,9RUP470,10.00,1.00,1.00,0.00,Until 11:55 PM,07/04/2025 09:40 AM,,07/04/2025 09:40 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TD42740,6TYM798,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 09:38 AM,,07/04/2025 09:38 AM,Open,Card,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TE09068,9JLX843,25.00,0.00,1.00,0.00,2:00,07/04/2025 09:37 AM,,07/04/2025 09:37 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TC91744,9CBN752,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 09:35 AM,,07/04/2025 09:35 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TT07184,M38RXB,20.00,0.00,1.00,0.00,1:00,07/04/2025 09:26 AM,,07/04/2025 09:26 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TH11042,9RXR921,15.00,0.00,1.00,0.00,1:00,07/04/2025 09:16 AM,,07/04/2025 09:16 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TL74820,9MHG681,10.00,0.00,1.00,0.00,0:30,07/04/2025 09:13 AM,,07/04/2025 09:13 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TL74820-EXT,9MHG681,10.00,0.00,1.00,0.00,0:30,07/04/2025 09:13 AM,,07/04/2025 09:14 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
121 Windward Parking,TS59782,54843U2,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 09:12 AM,,07/04/2025 09:12 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TZ14026,8GBD684,20.00,0.00,2.00,0.00,1:00,07/04/2025 09:12 AM,,07/04/2025 09:12 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TH54451,9DAB654,30.00,0.00,3.00,0.00,2:00,07/04/2025 09:12 AM,,07/04/2025 09:12 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TJ70579,9MLL792,30.00,0.00,1.00,0.00,2:00,07/04/2025 09:12 AM,,07/04/2025 09:12 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TL50206,UEX1918,10.00,0.00,1.00,0.00,0:30,07/04/2025 09:05 AM,,07/04/2025 09:05 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TW36883,5WBX572,15.00,0.00,1.00,0.00,1:00,07/04/2025 09:02 AM,,07/04/2025 09:02 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TR42145,DSS9982,20.00,0.00,1.00,0.00,1:00,07/04/2025 08:59 AM,,07/04/2025 08:59 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TN00423,7SSS149,10.00,0.00,1.00,0.00,0:30,07/04/2025 08:58 AM,,07/04/2025 08:58 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
407 Colorado Parking,TU93383,9BFX651,15.00,0.00,1.00,0.00,1:00,07/04/2025 08:58 AM,,07/04/2025 08:58 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TD58887,CNG1969,30.00,0.00,3.00,0.00,2:00,07/04/2025 08:57 AM,,07/04/2025 08:57 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TC92987,9DQD298,20.00,0.00,1.00,0.00,1:00,07/04/2025 08:55 AM,,07/04/2025 08:55 AM,Open,Card,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TV27965,8KBY633,15.00,0.00,1.00,0.00,1:00,07/04/2025 08:55 AM,,07/04/2025 08:55 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TG82395,9MPB027,30.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 08:51 AM,,07/04/2025 08:51 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TW87431,8ZZR828,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 08:49 AM,,07/04/2025 08:49 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TE02728,7EZM980,30.00,0.00,3.00,0.00,2:00,07/04/2025 08:48 AM,,07/04/2025 08:48 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TE02728-EEX,7EZM980,10.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 08:48 AM,,07/04/2025 12:02 PM,Open,Card,Regular,,SUCCEEDED,Rudy Enforcement,
121 Windward Parking,TQ89331,9BXW160,10.00,0.00,1.00,0.00,0:30,07/04/2025 08:32 AM,,07/04/2025 08:32 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TA64942,9DYJ444,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 08:28 AM,,07/04/2025 08:28 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TD37950,7LYT594,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 08:28 AM,,07/04/2025 08:28 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TK29796,LEM2117,30.00,0.00,1.00,0.00,2:00,07/04/2025 08:27 AM,,07/04/2025 08:27 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TM73847,9RWB175,10.00,0.00,1.00,0.00,0:30,07/04/2025 08:26 AM,,07/04/2025 08:26 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TT38555,TDJ4963,30.00,0.00,3.00,0.00,2:00,07/04/2025 08:23 AM,,07/04/2025 08:23 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TC78858,9MSU307,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 08:21 AM,,07/04/2025 08:21 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TJ09275,9FDG782,10.00,0.00,1.00,0.00,0:30,07/04/2025 08:21 AM,,07/04/2025 08:21 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TT87807,9DHF454,25.00,0.00,1.00,0.00,2:00,07/04/2025 08:20 AM,,07/04/2025 08:20 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TX43189,9DGT843,20.00,0.00,2.00,0.00,1:00,07/04/2025 08:19 AM,,07/04/2025 08:19 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TE63185,DE47D98,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 08:17 AM,,07/04/2025 08:17 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TC99192,9LBW057,10.00,0.00,1.00,0.00,0:30,07/04/2025 08:16 AM,,07/04/2025 08:16 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TC99192-EEX,9LBW057,30.00,0.00,3.00,0.00,Until 02:00 AM,07/04/2025 08:16 AM,,07/04/2025 08:53 AM,Open,Apple Pay,Regular,,SUCCEEDED,Rudy Enforcement,
1501 Main Parking,TY34572,6ZA7ZR,20.00,0.00,1.00,0.00,1:00,07/04/2025 08:16 AM,,07/04/2025 08:16 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TY34572-EXT,6ZA7ZR,10.00,0.00,1.00,0.00,1:00,07/04/2025 08:16 AM,,07/04/2025 09:06 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
121 Windward Parking,TK26071,8WXE278,30.00,0.00,3.00,0.00,2:00,07/04/2025 08:12 AM,,07/04/2025 08:12 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TZ72332,7YQR848,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 08:11 AM,,07/04/2025 08:11 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TL84562,7ZUM633,20.00,0.00,1.00,0.00,1:00,07/04/2025 08:10 AM,,07/04/2025 08:10 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
"5 Dudley ave, Venice",TL96895,MBLTAN1,25.00,0.00,1.00,0.00,1:00,07/04/2025 08:10 AM,,07/04/2025 08:10 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TT29110,EC033,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 08:02 AM,,07/04/2025 08:02 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TW00947,7AYB132,20.00,0.00,2.00,0.00,1:00,07/04/2025 08:00 AM,,07/04/2025 08:00 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TZ34425,8YEC420,10.00,0.00,1.00,0.00,0:30,07/04/2025 07:59 AM,,07/04/2025 07:59 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TN66838,VZU9206,20.00,0.00,1.00,0.00,1:00,07/04/2025 07:58 AM,,07/04/2025 07:58 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TA87756,9SFT217,30.00,0.00,3.00,0.00,2:00,07/04/2025 07:58 AM,,07/04/2025 07:58 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TE96171,9MFF675,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 07:52 AM,,07/04/2025 07:52 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TZ50493,9MQL649,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 07:50 AM,,07/04/2025 07:50 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TC64143,TJCCPC,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 07:49 AM,,07/04/2025 07:49 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TZ83455,9LMC039,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 07:44 AM,,07/04/2025 07:44 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TW40311,UNLTD,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 07:43 AM,,07/04/2025 07:43 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TG20496,CA9SXR908,40.00,0.00,4.00,0.00,Until 10:00 AM,07/04/2025 07:41 AM,,07/04/2025 07:41 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TR45478,9LFA411,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 07:41 AM,,07/04/2025 07:41 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TZ15549,9LOF262,10.00,0.00,1.00,0.00,0:30,07/04/2025 07:36 AM,,07/04/2025 07:36 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TZ15549-EEX,9LOF262,30.00,0.00,3.00,0.00,Until 02:00 AM,07/04/2025 07:36 AM,,07/04/2025 08:58 AM,Open,Apple Pay,Regular,,SUCCEEDED,Rudy Enforcement,
100 Venice Way Parking,TA67521,5TWW565,20.00,0.00,2.00,0.00,1:00,07/04/2025 07:31 AM,,07/04/2025 07:31 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TK29347,9ROC204,30.00,0.00,1.00,0.00,2:00,07/04/2025 07:17 AM,,07/04/2025 07:17 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TV00053,8EBV897,30.00,0.00,1.00,0.00,2:00,07/04/2025 07:12 AM,,07/04/2025 07:12 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TY25906,8BJL881,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 07:12 AM,,07/04/2025 07:12 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TG96219,9FCP800,20.00,0.00,1.00,0.00,1:00,07/04/2025 07:05 AM,,07/04/2025 07:05 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TG96219-EXT,9FCP800,10.00,0.00,1.00,0.00,1:00,07/04/2025 07:05 AM,,07/04/2025 08:27 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
121 Windward Parking,TL11418,9FPX270,10.00,0.00,1.00,0.00,0:30,07/04/2025 06:59 AM,,07/04/2025 06:59 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TG77075,9FOD463,40.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 06:57 AM,,07/04/2025 06:57 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TZ36120,5VKM451,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 06:57 AM,,07/04/2025 06:57 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TN06958,F972T0,20.00,0.00,1.00,0.00,1:00,07/04/2025 06:57 AM,,07/04/2025 06:57 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TH68129,9SWC361,25.00,0.00,1.00,0.00,2:00,07/04/2025 06:57 AM,,07/04/2025 06:57 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
"5 Dudley ave, Venice",TK34707,9AIX324,25.00,0.00,1.00,0.00,1:00,07/04/2025 06:56 AM,,07/04/2025 06:56 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TE01759,BQZ7717,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 06:50 AM,,07/04/2025 06:50 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TB67942,U789N0,30.00,0.00,1.00,0.00,2:00,07/04/2025 06:48 AM,,07/04/2025 06:48 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TE21903,697Z10,10.00,0.00,1.00,0.00,0:30,07/04/2025 06:48 AM,,07/04/2025 06:48 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TW35919,6YIR514,40.00,0.00,1.00,0.00,2:00,07/04/2025 06:47 AM,,07/04/2025 06:47 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TF04717,NELLIEJ,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 06:46 AM,,07/04/2025 06:46 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TM54054,9LBS131,30.00,0.00,3.00,0.00,2:00,07/04/2025 06:46 AM,,07/04/2025 06:46 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TM54054-EXT,9LBS131,10.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 06:46 AM,,07/04/2025 07:58 AM,Open,Card,Regular,,SUCCEEDED,Parker,
1501 Main Parking,TR34068,9RAF527,10.00,0.00,1.00,0.00,0:30,07/04/2025 06:46 AM,,07/04/2025 06:46 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TB24357,8PFP782,30.00,0.00,3.00,0.00,2:00,07/04/2025 06:45 AM,,07/04/2025 06:45 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TE23442,8SWV230,30.00,0.00,3.00,0.00,2:00,07/04/2025 06:45 AM,,07/04/2025 06:45 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TX90280,9SVG928,10.00,0.00,1.00,0.00,0:30,07/04/2025 06:44 AM,,07/04/2025 06:44 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TX90280-EXT,9SVG928,10.00,0.00,1.00,0.00,0:30,07/04/2025 06:44 AM,,07/04/2025 07:06 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
100 Venice Way Parking,TP74603,7UOW473,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 06:44 AM,,07/04/2025 06:44 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TK00080,9LDN738,20.00,0.00,1.00,0.00,1:00,07/04/2025 06:44 AM,,07/04/2025 06:44 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TK00080-EXT,9LDN738,10.00,0.00,1.00,0.00,1:00,07/04/2025 06:44 AM,,07/04/2025 07:40 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
1501 Main Parking,TX93336,8ZUJ426,30.00,0.00,1.00,0.00,2:00,07/04/2025 06:43 AM,,07/04/2025 06:43 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TP41582,7GQT493,20.00,0.00,2.00,0.00,1:00,07/04/2025 06:43 AM,,07/04/2025 06:43 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TP41582-EXT,7GQT493,10.00,0.00,1.00,0.00,1:00,07/04/2025 06:43 AM,,07/04/2025 07:53 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
1501 Main Parking,TP59784,7FDN445,20.00,0.00,1.00,0.00,1:00,07/04/2025 06:43 AM,,07/04/2025 06:43 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TP59784-EXT,7FDN445,10.00,0.00,1.00,0.00,1:00,07/04/2025 06:43 AM,,07/04/2025 06:57 AM,Open,Card,Regular,,SUCCEEDED,Parker,
1501 Main Parking,TN82557,7BZA350,30.00,0.00,1.00,0.00,2:00,07/04/2025 06:42 AM,,07/04/2025 06:42 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TY38583,9LLT189,30.00,0.00,1.00,0.00,2:00,07/04/2025 06:42 AM,,07/04/2025 06:42 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TE66363,8AQZ527,30.00,0.00,1.00,0.00,2:00,07/04/2025 06:37 AM,,07/04/2025 06:37 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
1501 Main Parking,TW04587,8HRV167,10.00,0.00,1.00,0.00,0:30,07/04/2025 06:36 AM,,07/04/2025 06:36 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TL25821,7ZUK849,10.00,0.00,1.00,0.00,0:30,07/04/2025 06:36 AM,,07/04/2025 06:36 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TL25821-EXT,7ZUK849,30.00,0.00,3.00,0.00,Until 03:00 AM,07/04/2025 06:36 AM,,07/04/2025 06:36 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
1501 Main Parking,TG05976,59424M3,15.00,0.00,1.00,0.00,0:30,07/04/2025 06:34 AM,,07/04/2025 06:34 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TQ55301,9AZT190,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 06:30 AM,,07/04/2025 06:30 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TK45918,9HZH062,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 06:29 AM,,07/04/2025 06:29 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TL52432,DQ73FJ,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 06:28 AM,,07/04/2025 06:28 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TN30482,9SUP049,20.00,0.00,2.00,0.00,1:00,07/04/2025 06:27 AM,,07/04/2025 06:27 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TN30482-EXT,9SUP049,10.00,0.00,1.00,0.00,1:00,07/04/2025 06:27 AM,,07/04/2025 07:32 AM,Open,Apple Pay,Regular,,SUCCEEDED,Parker,
121 Windward Parking,TY35780,USCBAND,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 06:26 AM,,07/04/2025 06:26 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TY87208,9DKW522,30.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 06:21 AM,,07/04/2025 06:21 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TF77159,BNZG46,20.00,0.00,1.00,0.00,1:00,07/04/2025 06:18 AM,,07/04/2025 06:18 AM,Open,Card,Regular,,SUCCEEDED,,
1501 Main Parking,TF77159-EXT,BNZG46,10.00,0.00,1.00,0.00,1:00,07/04/2025 06:18 AM,,07/04/2025 07:41 AM,Open,Card,Regular,,SUCCEEDED,Parker,
1501 Main Parking,TK95313,8VAH676,30.00,0.00,1.00,0.00,2:00,07/04/2025 06:18 AM,,07/04/2025 06:18 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TS36130,9PHA819,30.00,0.00,3.00,0.00,2:00,07/04/2025 06:12 AM,,07/04/2025 06:12 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
407 Colorado Parking,TS00556,9HAU847,30.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 06:11 AM,,07/04/2025 06:11 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TP48607,9HKK538,25.00,0.00,1.00,0.00,2:00,07/04/2025 06:08 AM,,07/04/2025 06:08 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TM18390,8KYC293,30.00,0.00,3.00,0.00,2:00,07/04/2025 06:08 AM,,07/04/2025 06:08 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
100 Venice Way Parking,TN74672,8ZRJ907,30.00,0.00,3.00,0.00,2:00,07/04/2025 06:08 AM,,07/04/2025 06:08 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TL46025,9HYF586,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 06:06 AM,,07/04/2025 06:06 AM,Open,Card,Regular,,SUCCEEDED,,
601 Ocean Front Walk,TH47369,K560V0,30.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 06:05 AM,,07/04/2025 06:05 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TP91874,9NBB190,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 06:04 AM,,07/04/2025 06:04 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TK86313,8HJZ052,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 06:02 AM,,07/04/2025 06:02 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TQ75448,9TDT593,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 06:02 AM,,07/04/2025 06:02 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TT79460,4SCT113,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 05:57 AM,,07/04/2025 05:57 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TC68015,6EHK612,30.00,0.00,3.00,0.00,2:00,07/04/2025 05:55 AM,,07/04/2025 05:55 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TS40349,8VJJ533,30.00,0.00,3.00,0.00,2:00,07/04/2025 05:54 AM,,07/04/2025 05:54 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TS40349-EXT,8VJJ533,10.00,0.00,1.00,0.00,Until 02:00 AM,07/04/2025 05:54 AM,,07/04/2025 07:45 AM,Open,Card,Regular,,SUCCEEDED,Parker,
"5 Dudley ave, Venice",TL82811,89708Y3,35.00,0.00,1.00,0.00,Until 11:55 PM,07/04/2025 05:54 AM,,07/04/2025 05:54 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TC91718,8WFV052,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 05:53 AM,,07/04/2025 05:53 AM,Open,Card,Regular,,SUCCEEDED,,
121 Windward Parking,TC90066,8VQE131,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 05:51 AM,,07/04/2025 05:51 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TT27853,9KAB975,20.00,0.00,2.00,0.00,1:00,07/04/2025 05:49 AM,,07/04/2025 05:49 AM,Open,Apple Pay,Regular,,SUCCEEDED,,
121 Windward Parking,TZ26914,7SAINT7,40.00,0.00,4.00,0.00,Until 03:00 AM,07/04/2025 05:45 AM,,07/04/2025 05:45 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TT41893,DCP95,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 05:35 AM,,07/04/2025 05:35 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TN86188,9TLL312,10.00,0.00,1.00,0.00,0:30,07/04/2025 05:35 AM,,07/04/2025 05:35 AM,Open,Card,Regular,,SUCCEEDED,,
100 Venice Way Parking,TP00056,9SVF781,40.00,0.00,4.00,0.00,Until 02:00 AM,07/04/2025 05:32 AM,,07/04/2025 05:32 AM,Open,Card,Regular,,SUCCEEDED,,
